Antiguedad,Kilometraje,Marca.1.Índice,Modelo.1.Índice,Version.1.Índice,Precios Lista.Precio de Lista,Precio
5,38218,30,203,816,422900,318999
4,33600,30,205,809,481900,371999
8,94657,30,199,876,445900,206999
9,53844,30,201,832,528900,235999
6,70000,30,202,819,718800,281999
3,10500,30,203,818,422900,351999
4,8077,30,205,806,481900,408999
4,26700,30,204,824,299900,276999
4,55324,30,205,809,481900,352999
6,108353,30,204,830,299900,208999
4,32000,30,199,806,445900,330999
9,95138,30,201,832,528900,206999
9,82367,30,199,820,445900,214999
9,87500,30,199,820,445900,212999
7,43000,30,199,864,445900,253999
8,129000,30,199,820,445900,192999
8,75000,30,199,820,445900,232999
9,143161,30,199,833,445900,202999
7,63000,30,201,835,528900,311999
7,83708,30,199,820,445900,243999
3,9000,30,199,806,445900,365999
7,70000,30,201,832,528900,286999
7,30615,30,201,835,528900,335999
7,71800,30,201,835,528900,294999
8,89542,30,203,816,422900,252999
8,108000,30,199,810,445900,199999
8,70431,30,199,820,445900,235999
1,12061,30,201,826,528900,551999
7,103808,30,204,875,299900,197999
6,36837,30,201,844,528900,367999
8,95000,30,203,816,422900,252999
9,100000,30,199,845,445900,203999
3,10825,30,205,826,481900,471999
4,25090,30,200,807,578900,360999
7,82382,30,199,829,445900,229999
9,71780,30,203,816,422900,242999
9,94587,30,204,836,299900,170999
4,32000,30,199,809,445900,321999
3,43000,30,199,821,445900,369999
8,72230,30,203,816,422900,247999
6,44600,30,199,823,445900,274999
8,58378,30,203,816,422900,266999
7,72000,30,201,835,528900,270999
2,23572,30,199,809,445900,360999
6,30071,30,203,822,422900,297999
9,77440,30,199,820,445900,217999
1,12061,30,201,826,528900,548999
3,43000,30,199,821,445900,363999
6,48568,30,201,844,528900,357999
8,77000,30,201,811,528900,279999
7,72000,30,201,835,528900,287999
4,21827,30,201,806,528900,435999
4,44166,30,205,858,481900,389999
6,81644,30,202,826,718800,299999
5,54198,30,199,806,445900,310999
4,25090,30,200,807,578900,357999
3,34054,30,205,826,481900,423999
8,89000,30,199,842,445900,210999
1,6000,30,199,840,445900,421999
7,86815,30,203,816,422900,272999
6,30071,30,203,822,422900,298999
4,41000,30,205,806,481900,404999
9,103000,30,199,863,445900,215999
5,41220,30,201,806,528900,383999
5,63000,30,205,806,481900,356999
5,97000,30,199,806,445900,255999
1,7000,30,199,809,445900,399999
5,74520,30,199,865,445900,250999
9,109121,30,199,810,445900,208999
6,80000,30,204,849,299900,211999
5,38628,30,199,806,445900,290999
8,59794,30,206,834,833000,354999
5,72607,30,199,806,445900,285999
7,95352,30,199,829,445900,218999
8,92000,30,203,818,422900,236999
3,43000,30,199,821,445900,357999
7,71159,30,201,811,528900,302999
6,32448,30,204,830,299900,231999
9,126195,30,201,832,528900,191999
10,102000,30,199,812,445900,168999
8,72230,30,203,816,422900,249999
7,105000,30,199,820,445900,212999
4,32000,30,199,809,445900,322999
4,52071,30,204,817,299900,233999
7,77494,30,199,829,445900,232999
10,78000,30,201,811,528900,243999
11,104500,30,201,811,528900,218999
7,91200,30,199,829,445900,211999
9,123000,30,199,842,445900,180999
11,104500,30,201,811,528900,216999
7,59000,30,199,864,445900,242999
9,124088,30,199,842,445900,179999
5,99000,30,205,806,481900,313999
6,97216,30,199,814,445900,246999
11,89003,30,201,816,528900,227999
5,65140,30,201,809,528900,323999
7,105000,30,199,820,445900,214999
6,67000,30,201,813,528900,348999
7,80735,30,203,816,422900,264999
9,63526,30,201,811,528900,265999
1,14500,30,199,806,445900,397999
4,42000,30,199,809,445900,329999
8,106000,30,203,818,422900,220999
7,61000,30,203,818,422900,271999
6,77659,30,199,814,445900,253999
9,94441,30,206,834,833000,302999
11,98630,30,202,867,718800,189999
7,40217,30,206,834,833000,385999
11,114509,30,202,815,718800,171999
8,63626,30,206,847,833000,249999
11,94670,30,199,810,445900,177999
9,125400,30,203,816,422900,230999
9,63526,30,201,811,528900,264999
7,60004,30,201,835,528900,295999
4,26000,30,199,809,445900,313999
9,75269,30,201,811,528900,264999
7,73202,30,201,832,528900,286999
6,57301,30,204,830,299900,224999
2,11451,30,199,821,445900,438999
13,76350,30,202,843,718800,136999
8,98342,30,203,816,422900,252999
10,97000,30,202,867,718800,196999
3,42873,30,205,840,481900,350999
1,12061,30,201,826,528900,549999
9,124088,30,199,842,445900,178999
5,52040,30,205,806,481900,358999
10,102000,30,199,812,445900,166999
10,102000,30,199,812,445900,167999
7,93053,30,203,816,422900,241999
2,15790,30,199,831,445900,441999
5,46823,30,200,807,578900,321999
7,48821,30,203,818,422900,275999
6,41000,30,202,819,718800,290999
5,39835,30,199,825,445900,281999
9,83000,30,199,812,445900,186999
6,80191,30,204,817,299900,201999
4,38127,30,199,825,445900,300999
5,39835,30,199,825,445900,285999
6,80000,30,204,849,299900,212999
4,48000,30,205,806,481900,394999
4,42385,30,201,806,528900,380999
5,64000,30,204,830,299900,248999
6,61547,30,201,852,528900,310999
6,70121,30,199,823,445900,255999
7,71159,30,201,811,528900,307999
2,15231,30,199,806,445900,403999
7,75893,30,203,822,422900,233999
7,88514,30,203,816,422900,274999
6,65000,30,203,818,422900,281999
3,19866,30,200,807,578900,385999
9,124000,30,204,828,299900,185999
9,126195,30,201,832,528900,198999
6,65000,30,200,807,578900,273999
13,145737,30,199,812,445900,135999
9,107000,30,199,810,445900,209999
9,93500,30,201,816,528900,252999
7,81119,30,201,811,528900,300999
5,35000,30,202,826,718800,354999
2,14061,30,199,831,445900,465999
3,27800,30,205,826,481900,447999
5,94322,30,203,816,422900,272999
2,19000,30,199,821,445900,434999
3,29000,30,205,826,481900,447999
8,88395,30,203,816,422900,248999
10,92000,30,199,808,445900,199999
10,61080,30,200,868,578900,269999
7,82000,30,203,816,422900,259999
10,94000,30,199,808,445900,196999
8,75000,30,199,820,445900,231999
5,46000,30,206,847,833000,453999
8,74000,30,203,816,422900,255999
3,11280,30,201,848,528900,443999
8,52271,30,203,816,422900,262999
5,66760,30,205,806,481900,354999
6,59708,30,201,861,528900,356999
5,33835,30,201,848,528900,390999
3,11280,30,201,848,528900,450999
4,24345,30,199,862,445900,310999
2,21000,30,199,821,445900,445999
9,53844,30,201,832,528900,237999
5,24000,30,200,807,578900,346999
2,13000,30,204,853,299900,271999
4,28000,30,202,859,718800,364999
8,54278,30,203,816,422900,269999
6,63505,30,201,861,528900,354999
6,119500,30,204,817,299900,201999
6,38355,30,201,846,528900,303999
7,64826,30,201,811,528900,296999
7,73000,30,201,811,528900,320999
9,111079,30,199,810,445900,197999
10,60302,30,201,832,528900,224999
5,33835,30,201,848,528900,378999
8,73000,30,199,820,445900,232999
6,38355,30,201,846,528900,306999
5,34000,30,200,807,578900,335999
6,71000,30,199,823,445900,255999
4,57189,30,201,826,528900,395999
6,50000,30,203,818,422900,284999
5,53745,30,202,826,718800,314999
9,66000,30,203,816,422900,233999
9,94591,30,201,816,528900,252999
7,83137,30,203,816,422900,272999
5,66284,30,201,809,528900,319999
8,74000,30,203,816,422900,256999
5,43000,30,200,807,578900,329999
9,61528,30,201,816,528900,268999
9,94441,30,206,834,833000,299999
9,76402,30,199,820,445900,217999
4,57189,30,201,826,528900,386999
4,26700,30,204,824,299900,272999
4,32683,30,199,825,445900,325999
4,41000,30,205,806,481900,403999
3,17806,30,204,850,299900,289999
1,15474,30,201,848,528900,489999
4,39804,30,203,818,422900,309999
5,38628,30,199,806,445900,286999
11,89000,30,201,816,528900,227999
4,32683,30,199,825,445900,326999
4,37000,30,199,825,445900,300999
4,47000,30,201,826,528900,413999
8,58378,30,203,816,422900,267999
7,51626,30,201,816,528900,310999
4,44166,30,205,858,481900,387999
3,22889,30,199,806,445900,350999
5,109000,30,201,848,528900,309999
7,63173,30,203,816,422900,277999
8,59794,30,206,834,833000,359999
8,70631,30,199,820,445900,235999
9,87500,30,199,820,445900,210999
7,40217,30,206,834,833000,383999
4,66803,30,202,859,718800,294999
9,87500,30,199,820,445900,211999
7,66812,30,203,816,422900,268999
7,82000,30,203,816,422900,261999
4,29000,30,199,825,445900,303999
9,125400,30,203,816,422900,231999
7,59000,30,199,863,445900,247999
2,24000,30,199,855,445900,412999
10,77753,30,201,811,528900,238999
6,74000,30,199,827,445900,298999
3,9800,30,205,826,481900,471999
7,60004,30,201,835,528900,293999
10,86000,30,201,811,528900,218999
8,54249,30,201,811,528900,278999
6,54703,30,203,818,422900,269999
7,91386,30,203,818,422900,262999
4,38000,30,203,816,422900,345999
6,36720,30,203,818,422900,286999
7,77203,30,201,835,528900,272999
6,19000,30,200,838,578900,364999
7,91386,30,203,818,422900,261999
9,111864,30,201,811,528900,243999
6,68000,30,203,818,422900,274999
7,59066,30,201,835,528900,303999
9,93000,30,201,835,528900,237999
5,39492,30,203,816,422900,316999
9,105000,30,201,811,528900,248999
6,90000,30,204,841,299900,216999
8,99856,30,203,818,422900,216999
3,17611,30,199,809,445900,346999
2,21000,30,199,821,445900,447999
8,64106,30,201,811,528900,265999
5,27000,30,199,809,445900,312999
9,124000,30,204,828,299900,183999
10,100379,30,199,863,445900,221999
6,57400,30,199,827,445900,311999
3,32640,30,201,848,528900,440999
5,75900,30,199,809,445900,277999
6,52623,30,203,816,422900,300999
7,76253,30,201,811,528900,304999
5,35000,30,199,806,445900,313999
4,37000,30,203,816,422900,345999
4,87717,30,199,809,445900,257999
2,8000,30,204,837,299900,330999
9,96185,30,201,816,528900,242999
6,108209,30,199,814,445900,238999
1,15474,30,201,848,528900,491999
8,97000,30,203,816,422900,252999
9,75269,30,201,811,528900,265999
7,81000,30,201,811,528900,302999
12,91500,30,201,816,528900,214999
1,11330,30,199,855,445900,477999
9,68500,30,201,816,528900,250999
2,13031,30,204,853,299900,258999
6,65312,30,199,827,445900,301999
7,92000,30,199,820,445900,236999
8,64106,30,201,811,528900,262999
9,88499,30,201,816,528900,237999
7,83710,30,199,820,445900,243999
8,104976,30,203,818,422900,220999
7,64826,30,201,811,528900,298999
6,57302,30,199,827,445900,302999
8,74000,30,203,816,422900,257999
8,88395,30,203,816,422900,250999
7,63000,30,201,835,528900,310999
5,76865,30,202,806,718800,266999
2,21000,30,199,821,445900,444999
2,4123,30,200,807,578900,411999
7,59000,30,203,818,422900,271999
3,11280,30,201,848,528900,442999
3,21784,30,200,807,578900,366999
10,77626,30,202,843,718800,205999
9,125400,30,203,816,422900,240999
4,45000,30,205,806,481900,390999
2,12128,30,199,831,445900,410999
9,106408,30,203,816,422900,229999
6,65000,30,200,807,578900,276999
6,61553,30,201,813,528900,335999
4,36231,30,204,869,299900,239999
9,68500,30,201,816,528900,249999
7,89535,30,203,816,422900,274999
4,36435,30,204,841,299900,248999
8,24000,30,200,807,578900,313999
4,35000,30,199,806,445900,339999
4,47000,30,201,826,528900,361999
2,20737,30,199,862,445900,326999
9,38321,30,203,816,422900,270999
5,50358,30,203,816,422900,314999
2,6500,30,200,807,578900,397999
9,47360,30,199,810,445900,219999
1,8500,30,200,807,578900,441999
4,36231,30,204,869,299900,233999
9,88499,30,201,816,528900,241999
9,106408,30,203,816,422900,227999
6,65000,30,201,813,528900,348999
10,86000,30,201,811,528900,215999
4,41225,30,201,806,528900,388999
5,27000,30,199,809,445900,313999
9,68500,30,201,816,528900,254999
11,45000,30,200,868,578900,239999
9,59347,30,201,811,528900,250999
8,54249,30,201,811,528900,274999
6,68088,30,203,816,422900,290999
8,57213,30,199,863,445900,193999
8,54278,30,203,816,422900,261999
5,66690,30,203,818,422900,278999
5,76000,30,199,806,445900,288999
6,48000,30,201,861,528900,363999
7,98000,30,199,864,445900,211999
6,48000,30,203,818,422900,284999
2,4123,30,200,807,578900,416999
2,7255,30,200,807,578900,385999
9,88499,30,201,816,528900,236999
3,21784,30,200,807,578900,370999
9,96185,30,201,816,528900,246999
2,17544,30,199,855,445900,421999
9,93500,30,201,816,528900,252999
6,59708,30,201,861,528900,355999
8,63626,30,206,847,833000,250999
5,51185,30,199,825,445900,294999
3,18296,30,205,809,481900,416999
3,19866,30,200,807,578900,389999
2,12128,30,199,831,445900,406999
5,42722,30,203,816,422900,320999
8,109364,30,199,810,445900,199999
6,42421,30,203,816,422900,310999
9,91694,30,201,811,528900,259999
8,99856,30,203,818,422900,213999
7,63448,30,204,828,299900,227999
10,60302,30,201,832,528900,221999
4,23151,30,199,809,445900,296999
4,34000,30,199,806,445900,339999
1,8500,30,200,807,578900,440999
10,83752,30,199,863,445900,209999
6,63505,30,201,861,528900,353999
7,63448,30,204,828,299900,221999
2,13031,30,204,853,299900,255999
6,42421,30,203,816,422900,309999
9,100000,30,199,845,445900,202999
10,60302,30,201,832,528900,219999
5,66000,30,203,818,422900,278999
5,24000,30,200,807,578900,347999
4,25530,30,199,809,445900,311999
4,51000,30,205,806,481900,386999
6,22500,30,200,807,578900,319999
3,32640,30,201,848,528900,426999
8,89000,30,199,842,445900,209999
7,56916,31,207,893,971900,266999
8,84435,31,207,899,971900,308999
6,50559,31,209,897,771900,385999
5,43712,31,210,887,794900,418999
5,45467,31,210,885,794900,382999
9,56530,31,209,886,771900,294999
9,86821,31,218,930,1831900,379999
7,82000,31,207,907,971900,402999
8,84435,31,207,899,971900,309999
11,90644,31,209,886,771900,278999
10,87664,31,216,916,799900,420999
3,34371,31,214,908,1354900,690999
13,90575,31,207,925,971900,163999
5,28749,31,207,924,971900,596999
7,69000,31,213,901,1279900,330999
8,66293,31,209,886,771900,306999
10,77777,31,209,915,771900,244999
6,40000,31,207,909,971900,452999
9,76597,31,219,932,589900,424999
7,59000,31,210,887,794900,362999
4,34400,31,209,880,771900,565999
7,37646,31,210,887,794900,373999
5,19000,31,208,914,714900,539999
7,86443,31,210,931,794900,322999
6,82113,31,215,912,2185900,751999
5,63257,31,210,887,794900,409999
8,71178,31,220,933,1771900,399999
7,75000,31,210,885,794900,313999
5,73000,31,209,880,771900,478999
8,65000,31,210,883,794900,333999
10,91000,31,216,913,799900,256999
5,96127,31,211,884,887900,488999
8,52029,31,207,905,971900,829999
6,60302,31,215,912,2185900,615999
5,71392,31,209,880,771900,499999
8,64458,31,208,895,714900,368999
7,82000,31,207,907,971900,404999
9,52625,31,209,915,771900,311999
7,100209,31,212,949,1294900,470999
9,60006,31,220,939,1771900,341999
10,68100,31,207,877,971900,305999
6,71530,31,209,892,771900,353999
6,41676,31,209,897,771900,397999
6,53500,31,209,897,771900,380999
5,67000,31,208,914,714900,487999
6,48032,31,209,902,771900,408999
8,53351,31,207,898,971900,365999
8,81000,31,209,926,771900,288999
8,69359,31,208,895,714900,276999
11,89188,31,216,936,799900,437999
11,106732,31,207,934,971900,215999
11,89188,31,216,936,799900,438999
14,61590,31,207,918,971900,178999
5,95000,31,211,884,887900,488999
11,99000,31,212,923,1294900,331999
7,44000,31,209,915,771900,422999
6,102541,31,213,901,1279900,358999
7,44000,31,209,915,771900,425999
12,53676,31,212,946,1294900,319999
7,99801,31,209,915,771900,361999
9,99822,31,209,896,771900,270999
8,71178,31,220,933,1771900,422999
9,76597,31,219,932,589900,426999
7,72708,31,207,907,971900,383999
14,61590,31,207,918,971900,177999
5,38641,31,213,901,1279900,654999
11,121614,31,210,927,794900,325999
9,98125,31,217,942,1574900,388999
11,121614,31,210,927,794900,306999
7,88853,31,208,881,714900,318999
9,55264,31,209,938,771900,309999
1,5105,31,209,900,771900,847999
5,58818,31,211,884,887900,575999
6,70240,31,210,887,794900,343999
9,99822,31,209,896,771900,272999
5,38641,31,213,901,1279900,653999
11,66000,31,209,886,771900,247999
9,107178,31,207,899,971900,273999
6,102541,31,213,901,1279900,351999
15,134005,31,207,890,971900,156999
5,86171,31,210,885,794900,360999
8,66293,31,209,886,771900,303999
11,82641,31,212,944,1294900,285999
8,81000,31,209,926,771900,289999
13,101624,31,207,925,971900,167999
10,104848,31,208,891,714900,188999
11,86103,31,212,944,1294900,308999
7,50286,31,207,907,971900,443999
9,65591,31,207,929,971900,265999
2,9294,31,209,888,771900,894999
8,43000,31,212,947,1294900,380999
6,50559,31,209,897,771900,383999
5,45049,31,210,887,794900,396999
9,66060,31,208,945,714900,246999
10,104848,31,208,891,714900,187999
11,101250,31,216,913,799900,249999
10,91038,31,216,913,799900,254999
7,49444,31,210,887,794900,366999
6,70457,31,210,885,794900,350999
12,69213,31,207,934,971900,201999
6,30387,31,212,921,1294900,790999
6,64000,31,213,901,1279900,442999
6,42000,31,217,917,1574900,622999
7,47330,31,207,893,971900,320999
10,74116,31,207,919,971900,248999
6,30387,31,212,921,1294900,786999
11,63054,31,220,935,1771900,301999
9,39203,31,219,932,589900,486999
8,76286,31,210,911,794900,308999
5,67000,31,208,914,714900,479999
7,51000,31,209,892,771900,316999
2,17424,31,209,880,771900,718999
7,62709,31,207,893,971900,286999
10,91038,31,216,913,799900,255999
5,53506,31,210,894,794900,449999
7,70500,31,212,889,1294900,421999
3,34371,31,214,908,1354900,679999
8,63427,31,209,886,771900,303999
2,18000,31,207,937,971900,826999
6,29132,31,209,902,771900,410999
15,134005,31,207,890,971900,157999
9,107178,31,207,899,971900,274999
7,80761,31,210,887,794900,335999
8,83683,31,209,915,771900,358999
9,98125,31,217,942,1574900,384999
6,31682,31,209,902,771900,461999
7,92579,31,208,881,714900,315999
9,133621,31,210,883,794900,226999
7,45348,31,207,893,971900,402999
5,53506,31,210,894,794900,447999
7,111656,31,209,915,771900,380999
6,50038,31,207,924,971900,618999
10,73080,31,207,919,971900,248999
8,81000,31,209,926,771900,287999
8,69359,31,208,895,714900,272999
8,77381,31,207,899,971900,317999
8,68596,31,210,911,794900,297999
7,93145,31,210,885,794900,318999
7,21000,31,209,922,771900,606999
8,77381,31,207,899,971900,312999
8,52029,31,207,905,971900,865999
5,64304,31,207,907,971900,370999
4,49000,31,211,943,887900,595999
2,17424,31,209,880,771900,720999
9,107864,31,207,899,971900,268999
5,34000,31,210,887,794900,399999
6,74460,31,210,885,794900,310999
11,64896,31,207,934,971900,236999
8,70630,31,209,940,771900,311999
4,17000,31,213,903,1279900,623999
7,79003,31,209,915,771900,371999
7,99801,31,209,915,771900,363999
5,63257,31,210,887,794900,408999
9,56530,31,209,886,771900,293999
7,76410,31,207,941,971900,355999
8,76286,31,210,911,794900,307999
11,66000,31,209,886,771900,248999
7,44000,31,209,915,771900,423999
6,70457,31,210,885,794900,348999
6,60302,31,215,912,2185900,587999
1,5105,31,209,900,771900,838999
5,73000,31,209,880,771900,480999
5,40104,31,208,878,714900,500999
7,48338,31,207,907,971900,443999
6,68467,31,210,887,794900,349999
6,41676,31,209,897,771900,395999
7,111656,31,209,915,771900,378999
6,42600,31,207,941,971900,434999
7,57959,31,210,887,794900,362999
7,50286,31,207,907,971900,445999
5,10125,31,207,907,971900,622999
9,110980,31,221,956,2495900,463999
7,93145,31,210,885,794900,317999
9,110980,31,221,956,2485900,463999
5,33485,31,209,880,771900,545999
11,99000,31,212,923,1294900,381999
9,98755,31,207,929,971900,259999
6,44532,31,207,941,971900,434999
9,110980,31,221,956,2497900,463999
4,34400,31,209,880,771900,574999
6,49648,31,217,917,1574900,604999
9,110980,31,221,956,2495900,463999
5,66219,31,209,880,771900,476999
6,31682,31,209,902,771900,404999
7,93041,31,209,897,771900,313999
6,88046,31,213,904,1279900,460999
9,32800,31,208,895,714900,278999
11,89188,31,216,936,799900,452999
7,75000,31,210,885,794900,350999
5,45467,31,210,885,794900,454999
7,60000,31,209,892,771900,313999
6,70457,31,210,885,794900,347999
12,68000,31,207,934,971900,201999
12,101126,31,207,955,971900,211999
5,9000,31,207,907,971900,622999
11,96453,31,216,936,799900,282999
9,56530,31,209,886,771900,292999
12,73226,31,222,952,714900,163999
6,70240,31,210,887,794900,344999
8,63896,31,212,910,1294900,384999
6,71658,31,209,897,771900,306999
5,71392,31,209,880,771900,502999
8,62877,31,207,954,971900,403999
6,49648,31,217,917,1574900,597999
7,42800,31,210,887,794900,371999
6,66420,31,210,894,794900,392999
11,82641,31,212,944,1294900,284999
6,51000,31,217,917,1574900,556999
11,51267,31,209,915,771900,292999
5,28749,31,207,924,971900,580999
6,65000,31,213,901,1279900,442999
9,52625,31,209,915,771900,306999
9,66060,31,208,945,714900,248999
5,91000,31,210,894,794900,406999
5,106060,31,211,884,887900,459999
9,55264,31,209,886,771900,309999
7,92579,31,208,881,714900,316999
5,103000,31,213,901,1279900,523999
6,66420,31,210,894,794900,398999
5,53506,31,210,894,794900,446999
5,51454,31,210,885,794900,425999
8,77381,31,207,899,971900,311999
6,41676,31,209,897,771900,394999
5,92657,31,211,884,887900,473999
5,45601,31,209,879,771900,658999
5,104000,31,213,901,1279900,518999
2,17424,31,209,880,771900,723999
8,63427,31,209,886,771900,300999
6,74460,31,210,885,794900,314999
10,104848,31,208,891,714900,189999
6,54160,31,209,897,771900,380999
11,66000,31,209,886,771900,252999
6,55047,31,213,957,1279900,484999
9,63607,31,212,959,1294900,332999
6,71262,31,213,901,1279900,407999
6,66023,31,207,928,971900,298999
4,56441,31,210,906,794900,471999
6,48032,31,209,902,771900,412999
7,47330,31,207,893,971900,331999
7,70500,31,212,889,1294900,422999
5,43712,31,210,887,794900,412999
7,111656,31,209,915,771900,377999
7,93145,31,210,885,794900,316999
5,91000,31,210,894,794900,409999
6,54160,31,209,897,771900,379999
7,77154,31,210,885,794900,339999
8,83683,31,209,915,771900,357999
15,134005,31,207,890,971900,159999
7,45348,31,207,893,971900,404999
6,53314,31,213,901,1279900,386999
10,115000,31,207,929,971900,229999
2,9294,31,209,888,771900,928999
5,91000,31,210,894,794900,407999
7,92579,31,208,881,714900,314999
8,63896,31,212,910,1294900,380999
5,71392,31,209,880,771900,500999
15,117773,31,207,955,971900,119999
8,39200,31,221,948,2485900,682999
7,63545,31,209,915,771900,418999
9,90786,31,209,938,771900,261999
5,76773,31,209,880,771900,461999
5,58802,31,209,880,771900,480999
5,45049,31,210,887,794900,402999
7,51000,31,209,892,771900,317999
10,87000,31,216,916,799900,420999
9,65591,31,207,929,971900,266999
11,86103,31,212,944,1294900,306999
5,58802,31,209,880,771900,473999
11,86103,31,212,944,1294900,307999
7,82000,31,207,907,971900,401999
9,91734,31,217,920,1574900,456999
10,68100,31,207,877,971900,305999
5,58802,31,209,880,771900,472999
5,70296,31,208,878,714900,427999
7,52106,31,213,950,1279900,445999
9,89121,31,208,882,714900,248999
5,58818,31,211,884,887900,499999
9,76597,31,219,932,589900,454999
7,88853,31,208,881,714900,319999
8,39200,31,221,948,2497900,682999
9,60006,31,220,939,1771900,412999
5,83765,31,209,880,771900,435999
5,66219,31,209,880,771900,484999
5,53000,31,209,953,771900,484999
8,39200,31,221,948,2495900,682999
8,39200,31,221,948,2495900,682999
10,94847,31,216,951,799900,345999
1,5105,31,209,900,771900,840999
8,19800,31,209,958,771900,426999
10,77777,31,209,915,771900,299999
9,47194,31,207,899,971900,302999
7,86443,31,210,931,794900,321999
9,86821,31,218,930,1831900,380999
5,70296,31,208,878,714900,428999
6,66420,31,210,894,794900,399999
6,30387,31,212,921,1294900,792999
7,88853,31,208,881,714900,318999
6,42000,31,217,917,1574900,637999
8,71178,31,220,933,1771900,515999
7,87448,31,210,887,794900,311999
7,61629,31,207,899,971900,369999
8,49000,31,207,899,971900,309999
10,95000,31,216,951,799900,345999
7,72708,31,207,907,971900,422999
6,60302,31,215,912,2185900,715999
5,62152,31,213,950,1279900,646999
7,69000,31,213,901,1279900,331999
11,121614,31,210,927,794900,329999
7,88853,31,208,881,714900,317999
3,27665,32,223,962,399900,241999
3,17000,32,225,964,399900,229999
4,57869,32,223,960,399900,237999
2,26000,32,223,961,399900,299999
2,19367,32,225,970,399900,232999
1,14000,32,226,968,439900,320999
4,48023,32,223,970,399900,223999
4,22057,32,224,963,465900,347999
3,41663,32,225,969,399900,191999
3,33490,32,226,968,439900,293999
3,14584,32,223,962,399900,263999
3,21499,32,224,963,465900,345999
4,78600,32,225,966,399900,192999
2,21000,32,224,963,465900,372999
3,48290,32,224,963,465900,318999
2,14572,32,223,961,399900,317999
2,23000,32,224,963,465900,380999
2,22000,32,224,965,465900,348999
2,18521,32,226,968,439900,294999
3,31531,32,226,965,439900,285999
2,23000,32,226,965,439900,285999
2,26758,32,226,968,439900,305999
3,23859,32,224,965,465900,318999
1,18000,32,224,965,465900,345999
3,49000,32,224,965,465900,276999
4,64508,32,225,966,399900,206999
3,38707,32,225,969,399900,197999
3,17243,32,226,968,439900,311999
0,6073,32,227,974,249900,380999
2,22160,32,225,970,399900,217999
2,19367,32,225,970,399900,231999
2,19300,32,223,964,399900,313999
2,12556,32,225,970,399900,226999
3,22040,32,226,968,439900,305999
3,27457,32,224,963,465900,332999
1,9560,32,230,975,449900,350999
2,14572,32,223,961,399900,318999
3,43716,32,225,961,399900,221999
2,26000,32,223,961,399900,301999
2,18521,32,226,968,439900,288999
2,15205,32,223,964,399900,329999
3,40606,32,224,965,465900,292999
2,26569,32,225,966,399900,234999
1,7000,32,225,970,399900,222999
4,78600,32,225,966,399900,193999
3,45317,32,225,966,399900,199999
2,9000,32,226,968,439900,304999
2,20110,32,225,961,399900,227999
2,15572,32,223,964,399900,322999
2,27759,32,226,968,439900,297999
4,32099,32,225,964,399900,228999
2,36200,32,225,961,399900,213999
2,28471,32,224,963,465900,339999
3,31000,32,228,972,899900,416999
4,52000,32,223,969,399900,200999
3,17841,32,226,965,439900,285999
3,76000,32,225,964,399900,201999
2,20500,32,223,961,399900,310999
2,12556,32,225,970,399900,225999
3,51000,32,226,968,439900,256999
1,9560,32,230,975,449900,343999
3,73000,32,225,969,399900,181999
3,51278,32,223,962,399900,228999
1,15540,32,226,968,439900,320999
0,8831,32,227,559,249900,220999
3,47000,32,224,963,465900,299999
2,10679,32,226,968,439900,311999
4,59009,32,224,963,465900,301999
2,28206,32,223,961,399900,300999
3,22040,32,226,968,439900,306999
2,20872,32,225,961,399900,236999
2,36200,32,225,961,399900,216999
1,7513,32,225,964,399900,261999
4,35530,32,223,960,399900,256999
2,18521,32,226,968,439900,291999
1,10661,32,230,961,449900,373999
2,20110,32,225,961,399900,225999
3,28883,32,224,963,465900,315999
2,27178,32,225,961,399900,226999
2,12380,32,224,963,465900,459999
3,27352,32,225,964,399900,226999
3,23602,32,228,972,899900,451999
4,44553,32,225,964,399900,223999
3,29356,32,226,965,439900,269999
3,47000,32,224,963,465900,303999
1,11350,32,229,973,399900,410999
2,28000,32,223,961,399900,302999
4,68648,32,225,964,399900,212999
4,68648,32,225,964,399900,211999
3,19853,32,223,960,399900,275999
3,33577,32,228,972,899900,433999
3,52380,32,223,960,399900,233999
3,31000,32,228,972,899900,409999
4,34000,32,223,960,399900,238999
4,48023,32,223,970,399900,222999
3,38730,32,226,968,439900,272999
1,10203,32,231,976,855000,486999
2,26238,32,223,969,399900,243999
4,42600,32,223,962,399900,223999
2,21000,32,224,963,465900,368999
3,33752,32,225,961,399900,222999
4,44553,32,225,964,399900,226999
4,64177,32,225,966,399900,197999
4,71703,32,224,963,465900,283999
4,64508,32,225,966,399900,208999
4,64177,32,225,966,399900,194999
3,43685,32,225,964,399900,223999
2,15205,32,223,964,399900,330999
3,30059,32,225,964,399900,216999
2,32700,32,225,961,399900,226999
3,16900,32,225,964,399900,254999
1,4602,32,225,964,399900,250999
3,28883,32,224,963,465900,321999
4,42600,32,223,962,399900,220999
3,48290,32,224,963,465900,317999
3,49311,32,225,970,399900,200999
2,12000,32,225,970,399900,226999
2,21057,32,225,961,399900,233999
3,31899,32,223,962,399900,221999
2,16347,32,223,971,399900,315999
4,47681,32,225,966,399900,203999
3,40505,32,225,970,399900,214999
1,18000,32,224,965,465900,342999
2,35534,32,225,961,399900,218999
3,18113,32,225,964,399900,244999
3,22000,32,226,968,439900,302999
2,14000,32,226,967,439900,283999
2,28471,32,224,963,465900,338999
3,50416,32,224,963,465900,297999
3,45072,32,223,969,399900,219999
