Antiguedad,Kilometraje,Marca.1.Índice,Modelo.1.Índice,Version.1.Índice,Precios Lista.Precio de Lista,Precio
6,41700,10,57,292,441900,233999
9,146561,10,57,256,441900,188999
9,125584,10,70,326,622900,192999
8,105160,10,56,321,227600,169999
6,100360,10,66,287,178900,160999
5,86160,10,66,263,178900,168999
10,71411,10,67,264,1217400,448999
4,44421,10,59,291,224600,175999
2,16504,10,65,334,788900,745999
6,65390,10,65,261,788900,425999
10,48620,10,77,327,1884900,873999
11,127437,10,74,318,799900,360999
4,49000,10,62,275,298400,194999
2,28747,10,55,265,430900,280999
2,18000,10,62,278,298400,262999
5,44662,10,59,276,224600,190999
3,27000,10,69,289,797400,680999
6,82460,10,63,258,247900,154999
6,62842,10,57,292,441900,217999
7,75868,10,58,341,398600,181999
3,32150,10,62,275,298400,229999
5,33351,10,69,296,797400,488999
4,45790,10,63,258,247900,206999
3,33600,10,63,259,247900,219999
4,33000,10,59,297,224600,196999
4,35259,10,62,252,298400,214999
2,18436,10,62,278,298400,265999
8,52219,10,70,288,622900,232999
6,66000,10,57,254,441900,249999
5,82700,10,63,272,247900,200999
11,114100,10,57,256,441900,172999
5,87144,10,57,290,441900,217999
10,122680,10,59,322,224600,115999
4,31320,10,63,258,247900,174999
2,23615,10,62,279,298400,259999
9,98000,10,57,270,441900,191999
9,127435,10,58,257,398600,140999
4,16727,10,59,297,224600,217999
2,28000,10,75,317,381400,259999
8,42382,10,56,335,227600,150999
4,37108,10,63,258,247900,198999
5,47207,10,55,243,430900,230999
2,20000,10,62,307,298400,222999
8,69630,10,56,321,227600,174999
9,108000,10,57,245,441900,171999
7,42000,10,59,331,224600,184999
5,70000,10,66,299,178900,165999
8,90997,10,57,245,441900,198999
7,28726,10,78,336,458400,268999
6,105000,10,55,258,430900,179999
7,107200,10,59,301,224600,161999
2,44200,10,55,274,430900,262999
6,64774,10,60,248,578900,225999
9,93165,10,67,266,1217400,450999
5,45295,10,55,258,430900,189999
7,72500,10,66,271,178900,142999
7,77000,10,71,293,779900,357999
10,104000,10,57,325,441900,163999
4,72867,10,62,252,298400,186999
4,23516,10,62,253,298400,244999
8,36000,10,59,280,224600,182999
2,21710,10,62,278,298400,274999
5,95000,10,66,287,178900,178999
5,84000,10,63,258,247900,195999
7,95000,10,63,303,247900,163999
8,61025,10,57,277,441900,231999
14,62599,10,79,337,99999999,99999
7,94080,10,70,308,622900,249999
2,24150,10,63,259,247900,227999
9,26417,10,57,270,441900,215999
9,135634,10,56,251,227600,139999
2,25200,10,55,274,430900,295999
5,92000,10,63,258,247900,186999
10,90000,10,67,264,1217400,474999
8,92653,10,63,294,247900,128999
10,100371,10,67,328,1217400,396999
3,33774,10,65,261,788900,587999
7,66100,10,59,305,224600,161999
7,62123,10,66,263,178900,130999
5,48081,10,63,259,247900,198999
6,69168,10,66,263,178900,163999
9,108000,10,57,270,441900,181999
3,26062,10,63,258,247900,217999
8,127469,10,68,309,158700,143999
6,49006,10,61,338,699900,528999
8,83000,10,73,266,1241300,461999
3,21639,10,55,330,430900,238999
9,99400,10,70,326,622900,157999
5,43466,10,63,324,247900,177999
7,41488,10,57,267,441900,181999
3,10400,10,76,323,577900,392999
4,31000,10,62,253,298400,218999
8,79826,10,56,321,227600,157999
9,87000,10,57,270,441900,199999
6,50255,10,59,276,224600,197999
7,61000,10,66,287,178900,164999
9,70000,10,56,251,227600,167999
7,64418,10,57,292,441900,211999
9,140993,10,56,244,227600,143999
9,140000,10,58,312,398600,153999
7,76000,10,71,293,779900,357999
5,87000,10,57,290,441900,217999
8,47428,10,70,302,622900,264999
10,42465,10,61,282,699900,333999
6,80180,10,63,259,247900,165999
14,131407,10,59,319,224600,95999
5,66126,10,63,258,247900,201999
2,18574,10,75,317,381400,270999
13,76698,10,67,353,1217400,223999
10,131000,10,59,309,224600,122999
7,85000,10,60,343,578900,219999
7,81448,10,71,293,779900,324999
4,94201,10,55,268,430900,209999
2,14599,10,75,317,381400,270999
7,75868,10,58,341,398600,184999
4,31495,10,63,258,247900,213999
13,112000,10,56,310,227600,119999
8,51000,10,70,288,622900,233999
7,120430,10,57,292,441900,191999
4,33000,10,59,297,224600,199999
8,75167,10,71,313,779900,273999
7,42000,10,59,331,224600,185999
8,39180,10,58,285,398600,220999
2,8000,10,75,317,381400,261999
9,129933,10,71,313,779900,208999
8,105830,10,71,313,779900,265999
8,42382,10,56,335,227600,164999
14,118073,10,71,347,779900,134999
11,88879,10,74,349,799900,376999
6,46818,10,71,293,779900,450999
14,68193,10,67,283,1217400,347999
14,137319,10,67,283,1217400,228999
9,106911,10,63,345,247900,130999
10,120006,10,56,306,227600,133999
7,35758,10,58,320,398600,193999
4,16000,10,59,297,224600,217999
10,89106,10,57,325,441900,186999
5,86802,10,72,295,288400,204999
6,40710,10,58,320,398600,224999
9,80000,10,68,322,158700,127999
8,72000,10,70,326,622900,230999
9,125584,10,70,326,622900,193999
13,81488,10,67,348,1217400,264999
7,86382,10,63,294,247900,146999
10,61000,10,61,282,699900,325999
2,20000,10,62,307,298400,229999
9,90225,10,70,326,622900,210999
13,107446,10,56,310,227600,110999
5,41178,10,59,297,224600,195999
2,17895,11,82,354,669900,527999
2,30615,11,83,355,479900,340999
1,9338,11,84,360,279900,281999
2,38247,11,85,357,399900,283999
2,10863,11,85,357,399900,313999
1,19450,11,84,356,279900,273999
1,20000,11,84,356,279900,268999
2,16800,11,85,357,399900,334999
2,16103,11,83,355,479900,376999
2,15052,11,85,357,399900,333999
2,6000,11,82,358,669900,508999
2,39204,11,85,357,399900,287999
1,18520,11,84,356,279900,270999
2,32127,11,83,355,479900,332999
2,16800,11,85,357,399900,333999
2,30600,11,83,355,479900,346999
1,14660,11,84,356,279900,275999
2,26000,11,83,355,479900,342999
2,15052,11,85,357,399900,334999
1,13682,11,84,360,279900,275999
2,15052,11,85,357,399900,332999
2,6451,11,85,359,399900,318999
2,11350,11,83,355,479900,385999
2,30615,11,83,355,479900,337999
1,9338,11,84,360,279900,273999
2,9712,11,83,357,479900,391999
2,18018,11,85,357,399900,333999
2,30615,11,83,355,479900,343999
1,14660,11,84,356,279900,277999
1,22177,11,84,356,279900,268999
2,38000,11,85,357,399900,285999
1,19450,11,84,356,279900,271999
2,18597,11,85,357,399900,293999
1,14000,11,84,356,279900,274999
2,26000,11,83,355,479900,346999
2,38000,11,85,357,399900,284999
2,6000,11,82,358,669900,385999
1,10121,11,84,356,279900,264999
2,10863,11,85,357,399900,323999
2,21548,11,83,357,479900,369999
2,10863,11,85,357,399900,318999
2,18777,11,85,357,399900,332999
2,31590,11,86,361,569900,398999
1,9338,11,84,360,279900,280999
2,24574,11,82,354,669900,407999
1,13682,11,84,360,279900,272999
2,10631,11,83,357,479900,391999
2,31000,11,82,358,669900,385999
1,10121,11,84,356,279900,256999
2,9610,11,85,355,399900,321999
1,10121,11,84,356,279900,260999
2,7788,11,85,357,399900,350999
2,37800,11,83,355,479900,314999
2,24574,11,82,354,669900,502999
2,6000,11,82,358,669900,409999
2,33889,11,82,354,669900,488999
2,30600,11,83,355,479900,343999
2,33889,11,82,354,669900,403999
2,11040,11,82,354,669900,439999
2,11040,11,82,354,669900,444999
2,26000,11,83,355,479900,345999
2,10257,11,85,355,399900,324999
2,16103,11,83,355,479900,377999
1,19450,11,84,356,279900,272999
2,18597,11,85,357,399900,300999
2,20000,11,83,357,479900,371999
2,11350,11,83,355,479900,308999
2,33889,11,82,354,669900,404999
2,17895,11,82,354,669900,427999
2,30600,11,83,355,479900,340999
2,24000,11,85,355,399900,302999
2,32500,11,82,358,669900,385999
1,13159,11,85,357,399900,344999
2,24574,11,82,354,669900,406999
7,112117,12,87,362,894900,340999
5,26222,12,87,362,894900,525999
6,66092,12,87,364,894900,426999
6,66092,12,87,364,894900,433999
8,42998,12,87,362,894900,331999
6,66092,12,87,364,894900,440999
7,74118,12,87,364,894900,378999
7,112117,12,87,362,894900,345999
7,110000,12,87,364,894900,358999
7,112117,12,87,362,894900,346999
4,30843,12,87,364,894900,582999
11,126417,12,88,363,479900,169999
7,74118,12,87,364,894900,380999
5,26222,12,87,362,894900,509999
5,55578,12,87,362,894900,429999
7,74118,12,87,364,894900,377999
7,69778,12,87,364,894900,337999
11,124462,12,88,363,479900,169999
5,55578,12,87,362,894900,423999
7,110000,12,87,364,894900,359999
5,26222,12,87,362,894900,517999
4,50210,12,87,362,894900,526999
2,29000,13,90,366,574900,508999
2,20464,13,89,367,674900,653999
4,34440,13,89,365,674900,470999
2,24000,13,90,366,574900,557999
3,34000,13,89,365,674900,504999
2,9660,13,90,366,574900,574999
3,35239,13,89,365,674900,504999
2,29000,13,90,366,574900,527999
2,29000,13,90,366,574900,507999
4,36299,13,90,368,574900,533999
3,47260,13,90,368,574900,515999
4,49000,13,89,367,674900,566999
2,20464,13,89,367,674900,667999
4,40601,13,91,369,774900,526999
2,24000,13,90,366,574900,458999
2,16106,13,90,366,574900,565999
3,47260,13,90,368,574900,514999
4,49000,13,89,367,674900,560999
2,8000,13,90,366,574900,574999
4,49000,13,89,367,674900,563999
3,31292,13,89,367,674900,641999
3,31292,13,89,367,674900,656999
5,39655,14,95,393,99999999,190999
10,136377,14,93,374,594900,204999
5,14673,14,97,380,989900,466999
8,101800,14,95,379,99999999,175999
2,20047,14,92,371,297900,208999
7,121096,14,98,382,262900,139999
5,39655,14,95,393,99999999,191999
10,136377,14,93,374,594900,203999
8,93881,14,92,373,297900,147999
8,101800,14,95,379,99999999,175999
7,121096,14,98,382,262900,140999
6,61788,14,93,381,594900,274999
3,21837,14,93,385,594900,406999
5,46035,14,97,383,989900,617999
10,96629,14,93,374,594900,216999
5,14673,14,97,380,989900,464999
5,46035,14,97,383,989900,607999
5,101349,14,92,394,297900,167999
3,19276,14,93,389,594900,400999
3,24442,14,92,370,297900,201999
9,111251,14,93,384,594900,201999
5,58387,14,92,371,297900,171999
7,29493,14,95,377,99999999,225999
3,24442,14,92,370,297900,203999
7,75642,14,95,379,99999999,225999
7,82310,14,94,387,684900,243999
10,76000,14,98,388,262900,125999
3,44295,14,93,385,594900,386999
9,71000,14,93,392,594900,232999
7,45269,14,95,377,99999999,203999
6,66000,14,94,376,684900,288999
5,39655,14,95,393,99999999,218999
7,27500,14,95,377,99999999,225999
10,76000,14,98,388,262900,130999
7,94530,14,98,382,262900,139999
2,20047,14,92,371,297900,210999
5,58387,14,92,371,297900,167999
5,46035,14,97,383,989900,597999
6,61788,14,93,381,594900,273999
7,45269,14,95,377,99999999,205999
9,69041,14,93,395,594900,202999
10,96629,14,93,374,594900,217999
7,106324,14,93,392,594900,240999
7,46139,14,93,390,594900,262999
3,19276,14,93,389,594900,407999
7,104000,14,93,392,594900,241999
7,82310,14,94,387,684900,238999
3,33000,14,93,389,594900,388999
3,37000,14,93,372,594900,338999
11,97878,14,93,374,594900,200999
5,34178,14,95,391,99999999,232999
7,94530,14,98,382,262900,138999
9,129882,14,93,390,594900,193999
6,61788,14,93,381,594900,275999
3,19276,14,93,389,594900,401999
3,38580,14,93,372,594900,338999
2,21637,14,93,389,594900,441999
3,19753,14,93,372,594900,387999
8,89105,14,94,387,684900,231999
11,41788,14,96,378,785900,339999
5,34178,14,95,391,99999999,186999
7,104000,14,93,392,594900,240999
5,14673,14,97,380,989900,474999
9,111251,14,93,384,594900,203999
8,95220,14,92,373,297900,140999
10,124215,14,93,375,594900,175999
8,89105,14,94,387,684900,190999
6,52167,14,94,376,684900,297999
2,10618,14,93,385,594900,432999
2,11690,14,93,385,594900,447999
7,41000,14,93,386,594900,247999
5,101349,14,92,394,297900,166999
8,101800,14,95,379,99999999,176999
2,17000,14,93,385,594900,479999
7,45269,14,95,377,99999999,206999
2,11690,14,93,385,594900,451999
3,44295,14,93,385,594900,390999
9,80588,14,93,375,594900,194999
2,7749,14,93,385,594900,451999
8,112898,15,100,407,399900,169999
1,13637,15,101,399,219900,201999
5,43190,15,104,417,99999999,183999
8,57000,15,101,399,219900,146999
8,99355,15,99,396,267900,146999
6,50000,15,99,396,267900,144999
3,36150,15,103,403,264900,233999
5,21443,15,99,416,267900,181999
6,50000,15,99,396,267900,152999
1,13637,15,101,399,219900,203999
6,83584,15,99,396,267900,140999
2,19593,15,107,413,355000,290999
6,70000,15,99,398,267900,170999
8,112898,15,100,407,399900,173999
8,108525,15,99,409,267900,139999
1,19000,15,102,401,415000,368999
3,26328,15,101,404,219900,178999
9,88221,15,106,412,544900,185999
8,45500,15,101,399,219900,140999
11,114056,15,100,397,399900,157999
10,87288,15,100,405,399900,155999
6,83000,15,101,399,219900,134999
1,11174,15,101,399,219900,203999
8,45000,15,100,422,399900,214999
12,130029,15,104,420,99999999,95999
8,98326,15,99,409,267900,156999
4,48000,15,101,404,219900,178999
9,88221,15,106,412,544900,188999
8,98326,15,99,409,267900,155999
4,47613,15,101,399,219900,175999
1,11174,15,101,399,219900,202999
9,98000,15,100,407,399900,174999
8,99355,15,99,396,267900,145999
6,70000,15,99,398,267900,173999
7,82356,15,105,414,540900,239999
6,83584,15,99,396,267900,142999
6,56881,15,104,418,99999999,186999
5,68074,15,99,398,267900,181999
4,47613,15,101,399,219900,179999
4,50140,15,101,421,219900,152999
7,64490,15,101,399,219900,140999
6,83000,15,101,399,219900,135999
5,48652,15,99,410,267900,175999
5,22000,15,101,402,219900,181999
9,88221,15,106,412,544900,192999
8,112898,15,100,407,399900,171999
11,89889,15,100,408,399900,153999
7,109000,15,101,399,219900,131999
11,114056,15,100,397,399900,151999
1,14000,15,102,400,415000,347999
5,67000,15,99,398,267900,181999
5,54014,15,104,406,99999999,197999
10,91000,15,100,423,399900,135999
1,19188,15,102,401,415000,366999
3,61494,15,103,403,264900,199999
1,15523,15,102,400,415000,347999
7,109000,15,101,399,219900,130999
3,26328,15,101,404,219900,177999
5,43194,15,101,402,219900,178999
1,21720,15,102,401,415000,357999
7,74000,15,101,399,219900,143999
9,55614,15,105,411,540900,173999
2,21334,15,107,413,355000,298999
8,83065,15,99,409,267900,159999
7,88000,15,99,398,267900,162999
7,45000,15,101,402,219900,140999
7,82356,15,105,414,540900,256999
5,48652,15,99,410,267900,180999
6,50000,15,101,419,219900,167999
3,61494,15,103,403,264900,200999
7,63593,15,104,418,99999999,134999
3,35000,15,103,403,264900,234999
10,106564,15,100,415,399900,175999
3,26328,15,101,404,219900,176999
5,43190,15,104,417,99999999,204999
4,28740,15,101,404,219900,176999
6,83584,15,99,396,267900,138999
11,90000,15,100,408,399900,153999
2,34093,16,120,459,698400,303999
11,74823,16,109,462,578900,157999
2,14234,16,114,431,588000,551999
9,72577,16,117,463,378000,180999
12,68625,16,115,511,1288000,262999
6,49355,16,111,445,388900,255999
7,53310,16,123,494,798000,294999
13,135488,16,118,505,1088000,191999
8,73000,16,110,493,467000,244999
8,83000,16,109,437,578900,227999
6,35000,16,113,440,718900,635999
1,8446,16,108,435,708000,606999
9,111088,16,109,478,578900,202999
8,98896,16,109,478,578900,229999
11,104869,16,109,479,578900,181999
11,130000,16,117,451,378000,116999
9,56134,16,116,477,268500,133999
1,16000,16,114,431,588000,492999
2,16042,16,114,467,588000,425999
8,104081,16,123,508,798000,263999
8,92725,16,119,488,298000,162999
7,42738,16,115,432,1288000,592999
7,69000,16,118,469,1088000,463999
10,98000,16,117,471,378000,163999
4,42585,16,108,424,708000,553999
2,17127,16,114,465,588000,490999
5,53089,16,116,468,268500,187999
11,126635,16,109,462,578900,186999
6,89236,16,116,461,268500,177999
9,117464,16,119,456,298000,123999
10,117229,16,109,466,578900,202999
6,41672,16,110,510,467000,286999
7,98500,16,119,464,298000,178999
5,40195,16,118,452,1088000,673999
1,20492,16,114,431,588000,507999
8,115378,16,115,434,1288000,373999
6,31884,16,111,445,388900,237999
10,122012,16,110,493,467000,181999
2,37000,16,120,459,698400,305999
5,36000,16,113,429,718900,787999
3,42585,16,109,450,578900,360999
6,52397,16,118,460,1088000,422999
6,49355,16,111,445,388900,251999
7,89000,16,116,495,268500,228999
3,2470,16,113,440,718900,780999
2,34093,16,120,459,698400,302999
6,52397,16,118,460,1088000,418999
7,64756,16,111,427,388900,215999
8,62000,16,111,444,388900,204999
3,20000,16,108,424,708000,619999
6,59003,16,109,506,578900,279999
11,74823,16,109,462,578900,158999
8,87289,16,111,444,388900,180999
7,65437,16,116,495,268500,275999
3,31492,16,108,424,708000,596999
8,33500,16,109,478,578900,250999
6,104335,16,112,428,547400,414999
6,40768,16,123,445,798000,363999
4,42585,16,108,424,708000,554999
7,38000,16,110,445,467000,309999
9,74456,16,111,444,388900,185999
6,76366,16,111,445,388900,246999
7,42738,16,115,432,1288000,604999
11,137173,16,119,473,298000,122999
2,16042,16,114,467,588000,419999
8,96684,16,111,486,388900,188999
7,45230,16,111,445,388900,253999
10,104000,16,119,473,298000,132999
4,17000,16,111,427,388900,276999
2,12000,16,120,459,698400,306999
8,83000,16,109,437,578900,226999
2,19646,16,114,431,588000,488999
2,9406,16,108,430,708000,608999
4,49874,16,112,476,547400,445999
3,39715,16,123,445,798000,521999
8,115378,16,115,434,1288000,366999
9,95381,16,116,438,268500,131999
7,57622,16,111,446,388900,221999
6,90000,16,112,453,547400,424999
6,104335,16,112,428,547400,413999
7,89659,16,116,457,268500,156999
7,100190,16,119,464,298000,178999
7,73643,16,109,499,578900,276999
7,57622,16,111,446,388900,217999
8,86526,16,109,437,578900,225999
11,82000,16,109,504,578900,215999
5,53089,16,116,468,268500,181999
7,45230,16,111,445,388900,251999
7,49639,16,109,425,578900,263999
6,85337,16,116,461,268500,173999
9,78765,16,110,426,467000,193999
7,58000,16,123,480,798000,322999
6,19810,16,111,427,388900,262999
12,55757,16,110,449,467000,164999
4,24397,16,108,435,708000,540999
12,134117,16,123,492,798000,174999
10,87121,16,117,471,378000,168999
5,82617,16,112,481,547400,344999
8,56244,16,116,472,268500,152999
7,44106,16,111,445,388900,258999
7,34114,16,111,446,388900,235999
9,78765,16,110,426,467000,197999
4,30181,16,109,500,578900,380999
7,39898,16,111,436,388900,212999
8,87289,16,111,444,388900,179999
5,31670,16,109,507,578900,462999
7,76190,16,123,480,798000,313999
9,103104,16,109,433,578900,205999
5,59403,16,110,445,467000,294999
6,39228,16,113,482,718900,416999
3,39715,16,123,445,798000,518999
6,52867,16,113,429,718900,635999
3,42585,16,109,450,578900,455999
8,88000,16,110,493,467000,236999
2,9406,16,108,430,708000,612999
3,54000,16,108,435,708000,502999
9,56134,16,116,477,268500,134999
5,40195,16,118,452,1088000,671999
10,74712,16,119,491,298000,124999
8,71841,16,116,439,268500,142999
8,96000,16,119,490,298000,178999
4,26000,16,111,445,388900,313999
10,74712,16,119,491,298000,123999
6,89236,16,116,461,268500,175999
8,68000,16,109,485,578900,270999
10,117229,16,109,466,578900,204999
11,48207,16,109,483,578900,198999
8,70000,16,113,443,718900,443999
13,109794,16,109,489,578900,151999
11,94000,16,111,441,388900,182999
5,87230,16,112,481,547400,302999
5,36874,16,113,429,718900,777999
3,2470,16,113,440,718900,771999
8,62000,16,111,444,388900,202999
1,8446,16,108,435,708000,600999
6,76366,16,111,445,388900,245999
6,75777,16,118,460,1088000,411999
6,54162,16,113,482,718900,507999
7,76190,16,123,480,798000,322999
11,38625,16,110,493,467000,196999
7,58000,16,123,480,798000,329999
5,58524,16,110,445,467000,316999
5,82617,16,112,481,547400,345999
6,36000,16,113,440,718900,635999
10,104000,16,119,473,298000,138999
6,31884,16,111,445,388900,229999
8,70416,16,113,443,718900,443999
9,39392,16,117,448,378000,199999
8,86526,16,109,437,578900,226999
8,83346,16,109,458,578900,232999
8,104081,16,123,508,798000,264999
6,89236,16,116,461,268500,176999
6,42000,16,111,446,388900,226999
2,14259,16,114,431,588000,546999
8,65433,16,111,444,388900,192999
6,87146,16,116,461,268500,175999
8,104081,16,123,508,798000,265999
8,102000,16,119,456,298000,165999
2,19646,16,114,431,588000,487999
6,87146,16,116,461,268500,176999
9,110000,16,117,451,378000,156999
6,19810,16,111,427,388900,261999
5,82617,16,112,481,547400,343999
6,58753,16,118,487,1088000,474999
11,101597,16,109,483,578900,176999
10,108000,16,109,454,578900,217999
4,23000,16,108,424,708000,520999
6,51000,16,113,429,718900,638999
3,19816,16,122,475,575000,558999
4,49874,16,112,476,547400,455999
10,122012,16,110,493,467000,182999
6,52759,16,123,494,798000,373999
5,53089,16,116,468,268500,183999
5,87230,16,112,481,547400,303999
2,12000,16,120,459,698400,307999
5,40195,16,118,452,1088000,675999
7,68600,16,119,496,298000,184999
7,76300,16,109,499,578900,270999
7,73643,16,109,499,578900,279999
3,15000,16,122,475,575000,563999
3,12000,16,109,500,578900,551999
7,69000,16,118,469,1088000,453999
7,46735,16,116,501,268500,163999
3,15289,16,113,497,718900,1009999
9,117464,16,119,456,298000,124999
6,41672,16,110,510,467000,288999
6,85337,16,116,461,268500,176999
7,64756,16,111,427,388900,214999
4,42608,16,108,424,708000,553999
8,115378,16,115,434,1288000,367999
9,63418,16,110,447,467000,190999
1,21591,16,114,431,588000,507999
8,89000,16,110,493,467000,236999
7,46735,16,116,501,268500,162999
2,17127,16,114,465,588000,489999
8,102000,16,119,488,298000,157999
7,89000,16,116,495,268500,227999
12,55757,16,110,449,467000,154999
4,23000,16,108,424,708000,509999
10,125000,16,117,451,378000,139999
7,78789,16,111,427,388900,214999
3,53855,16,108,435,708000,502999
3,19000,16,122,475,575000,558999
3,16425,16,122,475,575000,563999
7,52696,16,109,425,578900,272999
8,92725,16,119,488,298000,163999
5,73561,16,116,468,268500,193999
6,39228,16,113,482,718900,415999
2,37134,16,120,459,698400,305999
6,58753,16,118,487,1088000,482999
2,9406,16,108,430,708000,609999
12,55757,16,110,449,467000,149999
6,104335,16,112,428,547400,416999
11,134000,16,119,473,298000,125999
7,63000,16,109,442,578900,240999
6,41672,16,110,510,467000,287999
11,105000,16,109,504,578900,211999
7,64756,16,111,427,388900,216999
3,33000,16,109,450,578900,382999
7,74516,16,116,457,268500,153999
8,98896,16,109,478,578900,228999
9,95381,16,116,438,268500,132999
4,17000,16,111,427,388900,278999
8,71841,16,116,439,268500,143999
9,78765,16,110,426,467000,198999
8,55200,16,116,472,268500,159999
2,19646,16,114,431,588000,496999
12,97300,16,117,451,378000,137999
6,40768,16,123,445,798000,361999
8,103044,16,110,503,467000,210999
9,68139,16,115,434,1288000,396999
8,71245,16,109,458,578900,232999
7,98500,16,119,464,298000,179999
9,103000,16,109,433,578900,205999
2,12000,16,120,459,698400,305999
5,31670,16,109,507,578900,359999
9,72577,16,117,463,378000,179999
5,44000,16,116,455,268500,189999
8,74000,16,110,493,467000,244999
3,20000,16,108,424,708000,618999
7,68479,16,111,436,388900,206999
7,39898,16,111,436,388900,209999
7,68822,16,110,502,467000,236999
11,126635,16,109,462,578900,195999
2,25497,16,114,431,588000,517999
8,88171,16,110,426,467000,211999
7,75439,16,111,445,388900,248999
2,34093,16,120,459,698400,301999
10,15000,16,109,454,578900,207999
9,110000,16,117,451,378000,157999
8,62800,16,113,443,718900,451999
9,61740,16,117,463,378000,182999
5,30000,16,116,455,268500,161999
2,13000,16,122,475,575000,557999
10,98000,16,117,471,378000,162999
10,109899,16,109,454,578900,217999
6,85337,16,116,461,268500,175999
4,49874,16,112,476,547400,465999
6,70000,16,113,482,718900,499999
5,57050,16,116,468,268500,174999
7,68650,16,119,496,298000,179999
6,87146,16,116,461,268500,177999
6,42000,16,111,446,388900,214999
7,52000,16,123,494,798000,294999
6,98104,16,116,474,268500,170999
7,89000,16,116,457,268500,156999
6,58753,16,118,487,1088000,495999
4,40543,16,116,468,268500,202999
8,75866,16,109,478,578900,237999
9,115847,16,119,456,298000,124999
6,36000,16,113,440,718900,594999
8,58000,16,109,458,578900,246999
8,82345,16,109,458,578900,232999
6,67231,16,118,487,1088000,472999
11,84823,16,111,441,388900,163999
8,87289,16,111,444,388900,179999
10,126188,16,109,479,578900,172999
11,101597,16,109,483,578900,177999
7,42738,16,115,432,1288000,594999
5,31670,16,109,507,578900,379999
12,121770,16,118,498,1088000,217999
6,35714,16,113,482,718900,528999
8,98386,16,116,472,268500,141999
9,36000,16,109,437,578900,236999
3,39715,16,123,445,798000,517999
6,19291,16,116,461,268500,177999
6,19810,16,111,427,388900,263999
6,90000,16,112,453,547400,430999
7,49639,16,109,425,578900,265999
7,65006,16,111,445,388900,259999
6,67231,16,118,487,1088000,401999
7,25613,16,121,470,781900,667999
6,52759,16,123,494,798000,296999
6,52500,16,118,460,1088000,422999
2,14259,16,114,431,588000,547999
6,98104,16,116,474,268500,179999
9,63523,16,119,456,298000,157999
7,64164,16,109,442,578900,240999
7,25613,16,121,470,781900,674999
8,122594,16,116,438,268500,130999
8,111300,16,109,437,578900,210999
7,65437,16,116,495,268500,274999
4,85190,16,108,509,708000,382999
6,73763,16,112,484,547400,381999
1,23598,17,124,512,444888,360999
6,69097,18,126,514,944900,423999
7,70000,18,125,513,741900,366999
12,100333,18,126,521,944900,209999
7,61231,18,125,520,741900,322999
5,91135,18,126,514,944900,476999
4,45267,18,126,518,944900,547999
4,45267,18,126,518,944900,544999
6,69097,18,126,514,944900,427999
7,61231,18,125,520,741900,332999
5,26520,18,127,519,697900,978999
5,26520,18,127,519,697900,981999
8,67000,18,125,515,741900,249999
7,70000,18,125,513,741900,365999
8,88000,18,126,516,944900,276999
8,104536,18,125,515,741900,252999
5,26520,18,127,519,697900,973999
8,100069,18,126,517,944900,298999
4,45267,18,126,518,944900,546999
8,57000,18,125,522,741900,255999
8,80815,18,125,515,741900,205999
8,113294,18,125,515,741900,233999
8,104536,18,125,515,741900,251999
5,91135,18,126,514,944900,477999
12,100333,18,126,521,944900,208999
12,100333,18,126,521,944900,207999
9,87000,18,125,515,741900,235999
1,13842,19,129,524,474900,610999
1,14000,19,128,523,354900,383999
1,13842,19,129,524,474900,581999
1,14000,19,128,523,354900,375999
1,14000,19,128,523,354900,367999
4,27000,20,131,532,744900,513999
11,63000,20,130,560,309900,177999
6,55621,20,133,532,514900,316999
7,72567,20,133,553,514900,308999
7,36000,20,138,586,880900,445999
7,96000,20,130,525,309900,201999
9,114784,20,136,548,874900,260999
7,72000,20,135,556,489900,259999
8,72000,20,137,557,324900,193999
9,87753,20,137,542,324900,170999
8,100000,20,130,560,309900,188999
9,109817,20,136,539,874900,321999
13,138027,20,134,588,714900,159999
6,37355,20,131,570,744900,352999
14,144000,20,131,535,744900,194999
11,133789,20,136,536,874900,249999
6,82502,20,136,541,874900,483999
4,32356,20,131,532,744900,510999
9,100059,20,136,554,874900,299999
4,45000,20,135,537,489900,370999
5,37000,20,135,533,489900,312999
8,54252,20,137,557,324900,211999
12,101368,20,133,574,514900,161999
9,120194,20,136,566,874900,307999
3,26102,20,130,532,309900,323999
3,29420,20,132,567,479900,331999
12,126272,20,137,589,324900,133999
7,96000,20,130,525,309900,203999
4,16418,20,131,552,744900,467999
9,125138,20,136,539,874900,307999
13,119367,20,136,547,874900,194999
8,72000,20,137,542,324900,191999
7,61500,20,138,586,880900,397999
9,81820,20,136,554,874900,315999
5,45000,20,135,537,489900,314999
11,80000,20,131,551,744900,227999
7,68000,20,130,525,309900,214999
6,22631,20,135,537,489900,304999
9,51413,20,133,579,514900,223999
3,30000,20,135,537,489900,369999
7,78863,20,135,533,489900,252999
3,30164,20,139,545,694900,479999
3,31000,20,130,567,309900,309999
10,95000,20,131,564,744900,239999
11,83097,20,133,574,514900,200999
5,45000,20,135,537,489900,311999
11,107000,20,136,550,874900,220999
11,83000,20,133,574,514900,204999
9,85000,20,134,573,714900,237999
7,48128,20,131,571,744900,378999
8,80000,20,130,525,309900,187999
7,84234,20,130,555,309900,204999
12,95541,20,136,536,874900,241999
8,101461,20,134,573,714900,259999
6,50580,20,137,562,324900,209999
10,105131,20,137,549,324900,192999
